Sheet,Sensitivity,Scenario,OutputCsv,Solved,GrowthFeasible,MaxAbsMuI,MaxAbsCapitalLomGap,MaxAbsInvGdpTargetDiff,MaxAbsPriceWeightedGrowthDiff,MaxAbsAggregateGrowthDiff,MaxAbsGrowthDiff,RunError,GrowthAuditError
Baseline,,Baseline,,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Dynare: preprocessing failed,
